1.310744936	103.6804101
1.311026516	103.6792131
1.311113877	103.6813829
1.311432167	103.6804065
1.311493612	103.6793094
1.311862567	103.679362
1.312135534	103.6800841
1.312339982	103.6795651
1.312421048	103.6804418
1.312589465	103.6802444
1.312758645	103.6794483
1.31279892	103.6805062
1.313173967	103.67922
1.313189674	103.679218
1.313189674	103.679218
1.313210733	103.6803004
1.313651718	103.6802859
1.313900615	103.6807194
1.313938761	103.67962
1.314006758	103.6804903
1.314027888	103.6802503
1.314358521	103.6794137
1.31445822	103.6852355
1.314532098	103.680324
1.314675334	103.6807753
1.314843099	103.6805104
1.314857356	103.67937
1.315250127	103.6807943
1.315284115	103.6802821
1.315289489	103.6805351
1.31535566	103.6798032
1.315510209	103.679532
1.315856806	103.6934647
1.315954185	103.6808275
1.315962681	103.6920497
1.316031279	103.6897053
1.316042198	103.6799735
1.316094906	103.6804111
1.316182438	103.6794045
1.316455951	103.6955426
1.316704874	103.6906476
1.31699276	103.6937552
1.317298389	103.6879546
1.317325264	103.6950674
1.317354466	103.6797011
1.31739584	103.6884775
1.317434027	103.6845489
1.317593981	103.6913893
1.317834359	103.6884195
1.31784662	103.6836254
1.317903366	103.6832339
1.318022448	103.6876946
1.318063559	103.6848049
1.318074219	103.6802512
1.3182466	103.6925633
1.318388658	103.6857211
1.318432395	103.6824861
1.318475434	103.6940654
1.318770814	103.6891287
1.318787666	103.6955588
1.318834233	103.681332
1.319027853	103.6866563
1.319103253	103.6909989
1.319125	103.694428
1.319149212	103.6902398
1.319150432	103.6843419
1.319207371	103.6936903
1.319474838	103.6917092
1.319801385	103.6900367
1.319864079	103.6917987
1.319909427	103.693631
1.319965429	103.6946073
1.320045197	103.6883877
1.320136286	103.6956179
1.320216625	103.6830321
1.320239311	103.6840699
1.320255279	103.6856267
1.320331889	103.6914615
1.32039476	103.6921983
1.320468504	103.6818586
1.320566483	103.6946587
1.320635112	103.6934085
1.321205676	103.6814187
1.321486906	103.6957486
1.32151061	103.6924955
1.321660858	103.6892073
1.321760669	103.6914161
1.321803981	103.6901184
1.321970093	103.6880684
